rq,track,condition,protocol,dataset,scenario,seed,method,metric,value
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,known_accuracy,0.4021978021978022
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,known_macro_f1,0.32759858385284507
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,known_weighted_f1,0.32911907755026226
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,open_world_macro_f1,0.3411741572782321
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,oscr,0.36656898656898657
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_density_reference_size,500.0
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_density_selection_margin,0.1
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_proxy_density_auroc,0.7430978
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_proxy_evidential_auroc,0.4994384
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,tpr_at_0_1_fpr,0.0
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,tpr_at_1_fpr,0.08888888888888889
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,tpr_at_5_fpr,0.5333333333333333
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_auroc,0.9030036630036631
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_f1,0.5454545454545454
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_precision,0.65625
rq2,ours,difficulty/near_far/near/cicids2017/Z1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_recall,0.4666666666666667
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,aupr_out,0.5173391713211406
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,far,0.024175824175824177
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,fpr95,0.42417582417582417
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,frr,0.5333333333333333
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,known_accuracy,0.4021978021978022
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,known_macro_f1,0.32759858385284507
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,known_weighted_f1,0.32911907755026226
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,open_world_macro_f1,0.3411741572782321
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,oscr,0.36656898656898657
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_density_reference_size,500.0
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_density_selection_margin,0.1
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_proxy_density_auroc,0.7430978
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,scorer_proxy_evidential_auroc,0.4994384
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,tpr_at_0_1_fpr,0.0
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,tpr_at_1_fpr,0.08888888888888889
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,tpr_at_5_fpr,0.5333333333333333
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_auroc,0.9030036630036631
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_f1,0.5454545454545454
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_precision,0.65625
rq2,ours,difficulty/openness/cicids2017/O1/seed_13,difficulty,cicids2017,Z1,13,hedl,unknown_recall,0.4666666666666667
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,aupr_out,0.2288502997042793
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,far,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,fpr95,0.9675
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,frr,1.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,known_accuracy,0.1925
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,known_macro_f1,0.035405428811797895
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,known_weighted_f1,0.14162171524719155
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,open_world_macro_f1,0.029331088428215652
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,oscr,0.102675
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,tpr_at_0_1_fpr,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,tpr_at_1_fpr,0.02
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,tpr_at_5_fpr,0.08
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,unknown_auroc,0.5412
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,unknown_f1,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,unknown_precision,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,closr,unknown_recall,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,aupr_out,0.19604014252355814
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,far,0.0875
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,fpr95,0.9525
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,frr,0.94
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,known_accuracy,0.07
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,known_macro_f1,0.016195609945609944
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,known_weighted_f1,0.08097804972804973
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,open_world_macro_f1,0.01900617825546538
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,oscr,0.035487500000000005
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,tpr_at_0_1_fpr,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,tpr_at_1_fpr,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,tpr_at_5_fpr,0.02
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,unknown_auroc,0.4956625
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,unknown_f1,0.0851063829787234
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,unknown_precision,0.14634146341463414
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,efc,unknown_recall,0.06
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,aupr_out,0.2325986405074904
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,far,0.0625
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,fpr95,0.97
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,frr,0.9
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,known_accuracy,0.1725
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,known_macro_f1,0.027336448598130843
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,known_weighted_f1,0.10934579439252337
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,open_world_macro_f1,0.030899218119283808
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,oscr,0.0975375
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,tpr_at_0_1_fpr,0.0
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,tpr_at_1_fpr,0.04
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,tpr_at_5_fpr,0.06
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,unknown_auroc,0.5321625
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,unknown_f1,0.14814814814814814
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,unknown_precision,0.2857142857142857
rq2,baselines,cross_domain/leave_one_environment_out/nf_unsw_nb15_v3/seed_13,cross_domain,nf_ton_iot_v3,Z1,13,renoir_dml,unknown_recall,0.1
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,aupr_out,0.4195820424742499
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,far,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,fpr95,0.8613333333333333
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,frr,0.944
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,known_accuracy,0.016
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,known_macro_f1,0.007281553398058253
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,known_weighted_f1,0.01941747572815534
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,open_world_macro_f1,0.01734006734006734
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,oscr,0.007061333333333334
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,tpr_at_0_1_fpr,0.064
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,tpr_at_1_fpr,0.064
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,tpr_at_5_fpr,0.128
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,unknown_auroc,0.6653013333333333
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,unknown_f1,0.10606060606060606
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,unknown_precision,1.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,closr,unknown_recall,0.056
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,aupr_out,0.44747600369375495
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,far,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,fpr95,0.9386666666666666
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,frr,1.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,known_accuracy,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,known_macro_f1,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,known_weighted_f1,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,open_world_macro_f1,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,oscr,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,tpr_at_0_1_fpr,0.008
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,tpr_at_1_fpr,0.184
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,tpr_at_5_fpr,0.312
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,unknown_auroc,0.59328
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,unknown_f1,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,unknown_precision,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,efc,unknown_recall,0.0
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,aupr_out,0.31096443885342767
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,far,0.0026666666666666666
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,fpr95,0.9226666666666666
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,frr,0.984
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,known_accuracy,0.12533333333333332
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,known_macro_f1,0.061324730145712915
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,known_weighted_f1,0.1635326137219011
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,open_world_macro_f1,0.051615843729587385
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,oscr,0.019648
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,tpr_at_0_1_fpr,0.008
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,tpr_at_1_fpr,0.024
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,tpr_at_5_fpr,0.04
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,unknown_auroc,0.5997013333333333
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,unknown_f1,0.03125
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,unknown_precision,0.6666666666666666
rq2,baselines,cross_domain/source_target/nf_unsw_nb15_v3_to_nf_ton_iot_v3/seed_13,cross_domain,nf_unsw_nb15_v3,Z1,13,renoir_dml,unknown_recall,0.016
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,aupr_out,0.14891126456549106
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,far,0.010940919037199124
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,fpr95,0.33916849015317285
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,frr,1.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,known_accuracy,0.6520787746170679
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,known_macro_f1,0.6005749184391295
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,known_weighted_f1,0.600671566311873
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,open_world_macro_f1,0.5260072966701683
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,oscr,0.5007378759350669
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,tpr_at_0_1_fpr,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,tpr_at_1_fpr,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,tpr_at_5_fpr,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,unknown_auroc,0.7513103658846878
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,unknown_f1,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,unknown_precision,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,closr,unknown_recall,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,aupr_out,0.4443574199802245
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,far,0.0175054704595186
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,fpr95,0.16849015317286653
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,frr,0.9767441860465116
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,known_accuracy,0.7549234135667396
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,known_macro_f1,0.7347562757934749
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,known_weighted_f1,0.7318106995003971
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,open_world_macro_f1,0.6571910698085022
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,oscr,0.737061727138568
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,tpr_at_0_1_fpr,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,tpr_at_1_fpr,0.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,tpr_at_5_fpr,0.4883720930232558
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,unknown_auroc,0.911760215765101
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,unknown_f1,0.038461538461538464
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,unknown_precision,0.1111111111111111
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,efc,unknown_recall,0.023255813953488372
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,aupr_out,0.2964635841117822
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,far,0.01312910284463895
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,fpr95,0.34573304157549234
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,frr,1.0
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,known_accuracy,0.6411378555798687
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,known_macro_f1,0.6048356105100684
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,known_weighted_f1,0.60510162601887
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,open_world_macro_f1,0.5342206661169359
rq2,baselines,difficulty/near_far/far/cicids2017/Z2/seed_13,difficulty,cicids2017,Z2,13,renoir_dml,oscr,0.5393109765406341
