rq,track,method,metric,n,mean,std,ci95_low,ci95_high
rq3,baselines,closr,sampled_known,6,293.3333333333333,209.41696843060896,73.56370306328006,513.1029636033866
rq3,baselines,closr,sampled_unknown,6,18.166666666666668,11.822295321411433,5.7599286110019605,30.573404722331375
rq3,baselines,closr,throughput_fps,1,18754.970066976308,0.0,18754.970066976308,18754.970066976308
rq3,baselines,closr,tpr_at_0_1_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,closr,tpr_at_1_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,closr,tpr_at_5_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,closr,unknown_auroc,7,0.7170841611055828,0.0772333459456725,0.6456552294793512,0.7885130927318145
rq3,baselines,closr,unknown_f1,7,0.0,0.0,0.0,0.0
rq3,baselines,closr,unknown_precision,7,0.0,0.0,0.0,0.0
rq3,baselines,closr,unknown_recall,7,0.0,0.0,0.0,0.0
rq3,baselines,efc,aupr_out,7,0.23205017679122023,0.2387936435010609,0.011202890873890092,0.45289746270855036
rq3,baselines,efc,far,7,0.0012055455093429777,0.0011276845650313263,0.00016261123392987613,0.002248479784756079
rq3,baselines,efc,fpr95,7,0.37350272793310774,0.042517881130369896,0.3341802463421933,0.4128252095240222
rq3,baselines,efc,frr,7,1.0,0.0,1.0,1.0
rq3,baselines,efc,known_accuracy,7,0.6514041514041514,0.02232296129277436,0.6307588555626609,0.672049447245642
rq3,baselines,efc,known_macro_f1,7,0.5785281985344992,0.05497146967440182,0.5276880685273345,0.6293683285416639
rq3,baselines,efc,known_weighted_f1,7,0.593976989147829,0.022535006197365818,0.5731355844778746,0.6148183938177835
rq3,baselines,efc,latency_ms_per_flow,1,16.866254599997774,0.0,16.866254599997774,16.866254599997774
rq3,baselines,efc,open_world_macro_f1,7,0.5275913592795193,0.0607903453968792,0.47136966680043035,0.5838130517586082
rq3,baselines,efc,oscr,7,0.5159350646108192,0.043090549102030605,0.4760829534811164,0.5557871757405219
rq3,baselines,efc,parameters,1,0.0,0.0,0.0,0.0
rq3,baselines,efc,realized_prevalence,6,0.15210731281997758,0.19303036808066032,-0.05046563502610757,0.35468026066606273
rq3,baselines,efc,requested_prevalence,6,0.15183333333333335,0.19327743444765264,-0.05099889476369315,0.3546655614303599
rq3,baselines,efc,sampled_known,6,293.3333333333333,209.41696843060896,73.56370306328006,513.1029636033866
rq3,baselines,efc,sampled_unknown,6,18.166666666666668,11.822295321411433,5.7599286110019605,30.573404722331375
rq3,baselines,efc,throughput_fps,1,59.289986052987246,0.0,59.289986052987246,59.289986052987246
rq3,baselines,efc,tpr_at_0_1_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,efc,tpr_at_1_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,efc,tpr_at_5_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,efc,unknown_auroc,7,0.630146948150843,0.041418102514893314,0.5918415921365432,0.6684523041651429
rq3,baselines,efc,unknown_f1,7,0.0,0.0,0.0,0.0
rq3,baselines,efc,unknown_precision,7,0.0,0.0,0.0,0.0
rq3,baselines,efc,unknown_recall,7,0.0,0.0,0.0,0.0
rq3,baselines,renoir_dml,aupr_out,7,0.0902132824386491,0.12499143038215456,-0.025384510526476944,0.20581107540377513
rq3,baselines,renoir_dml,far,7,0.005432682647872521,0.00401080184475226,0.0017233096144072375,0.009142055681337804
rq3,baselines,renoir_dml,fpr95,7,0.8893911995177818,0.028180300989968095,0.8633287679608871,0.9154536310746765
rq3,baselines,renoir_dml,frr,7,1.0,0.0,1.0,1.0
rq3,baselines,renoir_dml,known_accuracy,7,0.5192732724378294,0.021321358701836435,0.4995543044940721,0.5389922403815867
rq3,baselines,renoir_dml,known_macro_f1,7,0.48820583910440946,0.029350511091014223,0.46106114371092344,0.5153505344978955
rq3,baselines,renoir_dml,known_weighted_f1,7,0.4841560660996881,0.022038234586192727,0.46377409854221213,0.504538033657164
rq3,baselines,renoir_dml,latency_ms_per_flow,1,0.06681179998849984,0.0,0.06681179998849984,0.06681179998849984
rq3,baselines,renoir_dml,open_world_macro_f1,7,0.4439849512205742,0.036694093450779494,0.4100485749042359,0.47792132753691247
rq3,baselines,renoir_dml,oscr,7,0.06504209303625078,0.018732847580713665,0.047717098597337845,0.0823670874751637
rq3,baselines,renoir_dml,parameters,1,58111.0,0.0,58111.0,58111.0
rq3,baselines,renoir_dml,realized_prevalence,6,0.15210731281997758,0.19303036808066032,-0.05046563502610757,0.35468026066606273
rq3,baselines,renoir_dml,requested_prevalence,6,0.15183333333333335,0.19327743444765264,-0.05099889476369315,0.3546655614303599
rq3,baselines,renoir_dml,sampled_known,6,293.3333333333333,209.41696843060896,73.56370306328006,513.1029636033866
rq3,baselines,renoir_dml,sampled_unknown,6,18.166666666666668,11.822295321411433,5.7599286110019605,30.573404722331375
rq3,baselines,renoir_dml,throughput_fps,1,14967.415938084705,0.0,14967.415938084705,14967.415938084705
rq3,baselines,renoir_dml,tpr_at_0_1_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,renoir_dml,tpr_at_1_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,renoir_dml,tpr_at_5_fpr,7,0.0,0.0,0.0,0.0
rq3,baselines,renoir_dml,unknown_auroc,7,0.13130720842502733,0.0160973217696823,0.11641966882702921,0.14619474802302546
rq3,baselines,renoir_dml,unknown_f1,7,0.0,0.0,0.0,0.0
rq3,baselines,renoir_dml,unknown_precision,7,0.0,0.0,0.0,0.0
rq3,baselines,renoir_dml,unknown_recall,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,aupr_out,7,0.10826034031383637,0.14892979629711692,-0.029476748589424104,0.24599742921709683
rq3,ours,hedl,far,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,fpr95,7,0.7241619140353318,0.03648353802376404,0.6904202690104541,0.7579035590602096
rq3,ours,hedl,frr,7,1.0,0.0,1.0,1.0
rq3,ours,hedl,known_accuracy,7,0.32896709478987957,0.028282037197278096,0.3028105729342042,0.3551236166455549
rq3,ours,hedl,known_macro_f1,7,0.2278338282327716,0.021945267069238623,0.20753784128808234,0.24812981517746086
rq3,ours,hedl,known_weighted_f1,7,0.22572774460876727,0.025484539121112145,0.2021584769547619,0.24929701226277262
rq3,ours,hedl,latency_ms_per_flow,1,0.21746120000898372,0.0,0.21746120000898372,0.21746120000898372
rq3,ours,hedl,open_world_macro_f1,7,0.2136600144885358,0.02484147120002403,0.19068548546722852,0.2366345435098431
rq3,ours,hedl,oscr,7,0.09755784300088098,0.006570205611282932,0.09148141627571063,0.10363426972605133
rq3,ours,hedl,parameters,1,4404.0,0.0,4404.0,4404.0
rq3,ours,hedl,realized_prevalence,6,0.15210731281997758,0.19303036808066032,-0.05046563502610757,0.35468026066606273
rq3,ours,hedl,requested_prevalence,6,0.15183333333333335,0.19327743444765264,-0.05099889476369315,0.3546655614303599
rq3,ours,hedl,sampled_known,6,293.3333333333333,209.41696843060896,73.56370306328006,513.1029636033866
rq3,ours,hedl,sampled_unknown,6,18.166666666666668,11.822295321411433,5.7599286110019605,30.573404722331375
rq3,ours,hedl,scorer_density_reference_size,1,500.0,0.0,500.0,500.0
rq3,ours,hedl,scorer_density_selection_margin,1,0.1,0.0,0.1,0.1
rq3,ours,hedl,scorer_proxy_density_auroc,1,0.6223158823529411,0.0,0.6223158823529411,0.6223158823529411
rq3,ours,hedl,scorer_proxy_evidential_auroc,1,0.5017914117647059,0.0,0.5017914117647059,0.5017914117647059
rq3,ours,hedl,throughput_fps,1,4598.5214831826925,0.0,4598.5214831826925,4598.5214831826925
rq3,ours,hedl,tpr_at_0_1_fpr,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,tpr_at_1_fpr,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,tpr_at_5_fpr,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,unknown_auroc,7,0.3097743703878076,0.04076121403016748,0.27207653489572553,0.34747220587988964
rq3,ours,hedl,unknown_f1,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,unknown_precision,7,0.0,0.0,0.0,0.0
rq3,ours,hedl,unknown_recall,7,0.0,0.0,0.0,0.0
