case,shots,seed,method,unknown_auroc,fpr95,aupr_out,oscr,open_world_macro_f1
unsw_to_ton,200,37,hedl,0.8970576449275363,0.598768115942029,0.770056762214164,0.8745035144927538,0.2856150210694129
unsw_to_ton,200,37,renoir_dml,0.29898926086956523,0.9994927536231885,0.19881150070314518,0.2051381376811594,0.24094956410742785
unsw_to_ton,200,73,cd_zd_srl,0.626572536231884,0.9267391304347826,0.3920861664804642,0.5889081304347826,0.29283958337339455
unsw_to_ton,200,73,closr,0.8503107463768116,0.9245652173913044,0.7490920144001038,0.8149689202898552,0.3282442362214548
unsw_to_ton,200,73,efc,0.691993115942029,0.9020289855072464,0.5989087012615307,0.23862299275362317,0.19052181582364497
unsw_to_ton,200,73,foss,0.5851074420289855,0.7304347826086957,0.3127705046906083,0.5757491159420289,0.5120840533705816
unsw_to_ton,200,73,hedl,0.8862327391304349,0.40391304347826085,0.7298307585366959,0.8688150869565218,0.3580624391485759
unsw_to_ton,200,73,renoir_dml,0.3867531884057971,0.9992028985507246,0.22552778078317914,0.26155052173913046,0.19788662629403742
unsw_to_ton,50,13,cd_zd_srl,0.46343627891156464,0.863265306122449,0.228254487182355,0.3469495782312925,0.2327755968354943
unsw_to_ton,50,13,closr,0.7346570612244898,0.9962585034013606,0.6493443921725305,0.5132693265306122,0.36074520334309057
unsw_to_ton,50,13,efc,0.6703116666666666,0.9810884353741497,0.5790759711244163,0.0020563197278911562,0.04735669558901285
unsw_to_ton,50,13,foss,0.4663733945578231,0.775578231292517,0.23565535274613958,0.4521448299319728,0.417406791853214
unsw_to_ton,50,13,hedl,0.8407514761904762,0.6197278911564625,0.6742916651576633,0.7976135782312925,0.34797723847460066
unsw_to_ton,50,13,renoir_dml,0.39147836734693875,0.9992517006802721,0.209558141077696,0.23310544897959184,0.1892530204422444
unsw_to_ton,50,37,cd_zd_srl,0.5002878979591837,0.8520408163265306,0.25262161160932145,0.34549019727891156,0.24477107758418176
unsw_to_ton,50,37,closr,0.7151192585034013,0.9285714285714286,0.5783689730532044,0.4807118979591837,0.2624251678394084
unsw_to_ton,50,37,efc,0.6699675918367346,0.9810204081632653,0.5779909631062801,0.0020715442176870748,0.07458499597911174
unsw_to_ton,50,37,foss,0.42020967346938776,0.785374149659864,0.216285428679033,0.40779333333333334,0.4103141367731555
unsw_to_ton,50,37,hedl,0.8638583061224491,0.6390476190476191,0.6623921587355875,0.8241509863945577,0.3404056050843602
unsw_to_ton,50,37,renoir_dml,0.3697991156462585,0.9990476190476191,0.20465691625224888,0.15957674829931973,0.15014411704123093
unsw_to_ton,50,73,cd_zd_srl,0.5092938299319728,0.874421768707483,0.2619013769307684,0.3378375782312925,0.23363303555433682
unsw_to_ton,50,73,closr,0.6545515850340136,0.981156462585034,0.39779249051580645,0.49225169387755097,0.22580352672144943
unsw_to_ton,50,73,efc,0.6703774013605442,0.9812925170068028,0.5791832457056472,0.002006768707482993,0.025367858023926403
unsw_to_ton,50,73,foss,0.4075696734693877,0.8436054421768707,0.21117668795075517,0.3947992040816327,0.4052869707382567
unsw_to_ton,50,73,hedl,0.8356228843537415,0.7701360544217687,0.6121627824904874,0.7861873265306123,0.3402621491545262
